Dateline,Text
April 12th. 1784,"My Dearest Friend I hope this will be the last Letter which I shall have occasion to write to you, before I embark for  Europe.  has been urgent with me to embrace the present opportunity and take passage on Board Capt. Calihan, and Captn. Callihan has sent me word that he would wait ten days for me, but I cannot think it prudent to embark untill I hear again from you, which I am daily expecting. Not a line has reachd me from you Since  yours of November   by Mr. Robbins, nor have I heard of you since. I am very anxious to know where you are, and how you do! We have had an uncommon long and severe winter and  the 12 of April it Snows like Janry. All communication Seems to have been cut of for five months past.    [illegible]  by way of  Lisbon, about 3 weeks ago. If I receive letters from you in the course of a few days; I shall embrace the first good opportunity, which offers in May; Mrs. Jones continues in so bad Health that I fear She will never be able to go abroad: there is no prospect of my being able to be accommodated to any place but  London. Mr. Winslow Warren to whom I commit this Letter is a passenger on board ; it would have been agreeable to me to have accompanied him. He appears an amiable modest young Gentleman and I hope will succeed abroad: he is going to fix himself in  Lisbon. Our Friends will lose their 3d son, Charles who is far gone in a Hectick. And now I have adjusted all my affairs and determined upon  out, I summon all my resolution that I may behave with fortitude upon the occasion. The Hope, the Soothing flattering hope of meeting my dearest best Friend rejoiced, and rejoiceing with him, buoys me up, and supports my Spirits in parting with my Dear connexions. I derive a pleasure from the regret of others, a pleasure which perhaps I might never have experienced if I had not been called to quit my Country, the blessing and regret of the poor and the needy, who bewail my going away. The World furnishes us with real objects of Charity where ever we are placed, but the circle around me have been particularly necessitous through this long and severe winter. The real want of employment has multiplied  the necessities of those, who are disposed to industery; and willing to obtain a livelihood by their Labour; and the expence of fire wood through this winter has far exceeded the ability of the widow, and the Fatherless. Much happier should I be if my abilities were such as would enable me to be more extensively usefull; that I might Streatch out my hand to the needy, and manifest the Law of kindness which is written upon my Heart. With regard to  I hardly know what to write you. Our General Court resembles the Parliments of Charles 2d. and James the 2d. By that time it has set a few days, it gets so turbulent that there is no manageing of it. Commutation, taxation, and Tories, set them all in a Flame. You know this people, they will Squable a while but do right in the end, when once they comprehend the whole System and are rightly informd they will submit. We have had our Anual meeting in this Town. The Govenour had the Majority of votes, but many persons at the meeting publickly declared that they voted for him upon no other principal, than that of keeping him in untill an other gentleman should return. I told Some of the persons who mentiond this to me, that however that gentleman might be flatterd by their good opinion of him, yet he would not approve of the principal, upon which they acted.  Since if a better Man was to be had, it was their duty as good citizens to Elect him, without favour or affection to any other. But there is a Town pride as well as a national pride, and they plume themselves that  Braintree has given Birth to such Great Men, that the first Govenour of the common Wealth originated from them, that their foreign minister originated from this Town, and they say; God willing that their second Govenour shall be a Native of this Town too. Who can withstand the Majesty of the people! Our Brother  had the vote here for Senators We hope for a House chosen upon more liberal principals than the last. The passions of the people with regard to refugees are much cooler than they were, and I am ready to think they will attend to the Spirit of the Treaty and perform it with good Faith. But we have Some among us who love to fish in troubled waters, and who are more wroth at being neglected than at the measures of Goverment on any other account. Remember me tenderly to  to whom I wrote by way of  Lisbon. I press our Daughter to write and hope she will. Our Sons I heard are well. A Letter from Charles last week. His Aunt in speaking of him says, he studies as if he considerd the importance of Time. Tom, a Rogue loves his Birds and his Doves, makes bad Lattin and says as he grows older he shall grow wiser. Adieu my dear Friend and believe me  "
"Boston  May 25 1784
","My dearest Friend I came to Town yesterday and have engaged My passage on Board the ship Active , agreable to the advise of my Friends: she will sail in about a fortnight or 3 Weeks and is the only good vessel now going. Mrs. Jones with whom I hoped to have been a passenger is still in so poor Health that there is no prospect of her going very soon and my Uncle Smith upon whose judgment and care I place much dependance advises me by no means to delay my passage. It gives me some pain that I can only hear of you by second hand; and that not since the last of Janry. I find Congress have commissiond the Gentlemen now abroad to transact and form all their commercial Treaties, and Mr. Gerry wishes me to give you the earliest notice; and requests that Mr. Jay may be prevented from returning. There was a trial to add Mr. Jefferson to you, but I cannot learn that it is done. And now my dear Friend let me request you to go to  London some time in july that if it please God to conduct me thither in safety I may have the happiness to meet you there. I am embarking on Board a vessel without any Male Friend connection or acquaintance, my servant excepted, a stranger to the  and every person on Board, a situation which I once thought nothing would tempt me to undertake. But let no person say what they would or would not do, since we are not judges for ourselves untill circumstances call us to act. I am assured that I shall have a state room to myself  and every accommodation and attention that I can wish for. It is said to be a good vessel copper Bottom and an able Captain. Should I arrive I know not where to apply for accommodations. I shall carry with me a Number of Letters and rely upon the Captains care of me.  The United States, Capt. Scot, is not yet arrived tho we are in hourly expectation of it. I hopeto hear from you by her. Tis six months since a single line reachd me from you. All communication seems to be shut out between  Amsterdam and  America. I think after the arrival of the Letters by Capt. Love, that you would write as you would not then look for me untill july. I have given you my reasons for not going with Capt. Callihan. I could get no satisfaction from Mr. Gerry with regard to the movements of Congress untill this month. Our children are all well.  and Tommy are both at home now but will return to  Haverhill next week. The expence attending my voyage will be great I find. The Captns. have got into a method of finding every thing and have from 20 to 25 guineys a person. I shall draw Bills upon you for this purpose but in whose favour I do not yet know. I shall embark with a much lighter Heart if I can receive Letters from you. I dare not trust my self with anticipating the happiness of meeting you; least I should unhappily meet with a bitter alloy. I have to combat my own feelings in leaving my Friends. And I have to combat encourage and Sooth the mind of my young companion whose passions militate with acknowledged duty and judgments I pray Heaven conduct  me in safety and give me a joyful and happy meeting with my long long seperated best Friend and ever dear companion and long absent son to whom my affectionate Regards. I hope to be benefitted by the voyage as my Health has been very infirm and I have just recoverd from a slow fever. I have one anxiety on account of the Maid who attends me. She has never had the small pox. The one I expected to have come with me undertook to get married and dissapointed me. The one I have is a daughter of our Neighbour Feilds and has lived with me ever since Jinny was married. I shall be very happy in two excellent servants. Adieu my dear Friend. Heaven preserve  to each other.  "
"London  july 23. 1784.  Osbornes new family Hotel, Adelphi at Mrs. Shffields No. 6","My dearest Friend At length Heaven be praised I am with  safely landed upon the British Shore after a passage of 30 days from  Boston to  the Downs. We landed at  Deal the 20 instant, rejoiced at any rate to set our feet again upon the land. What is past, and what we sufferd by sickness and fatigue, I will think no more of. It is all done away in the joyfull hope of soon holding to my Bosom the dearest best of Friends. We had 11 passengers. We travelled from  Deal to  London all in pany, and  thrown together by chance, we had a most agreeable Set, 7 Gentlemen all except one, American, and marri'd men, every one of whom strove to render the passage agreeable and pleasant to us. In a more particular manner I feel myself obliged to Mr. Foster who is a part owner of the Ship, a modest kind obliging Man, who  [paid] me every Service in his power, and to a Dr. Clark who Served his  [time] with Dr. Loyd and is now in partnership with him. took a kind charge of Nabby in a most Friendly and Brotherly way shewed us every attention both as a Gentleman physician and sometimes Nurss, for we all stood in great want of both. My Maid unfortunately sick the whole passage, my Man servant was so sometimes, in short for 2 or 3 days the Captain and Dr. who had frequently been to sea before, were the only persons who were not sick. Capt. Lyde is a Son of Neptune, rather rough in his Manners, but a most excellent Sea man, never leaving his deck through passage for one Night. He was very obligeing to me. As I had no particular direction to any Hotel when I first arrived a Gentleman passenger who had formerly been in  London advised me to   [Lows] Hotel in  Covent Garden, where we stoped. My first inquiry  was to find out Mr. Smith, who I presumed could inform me with respect you. Mr. Spear a passenger undertook this inquiry for me, and in than half an hour, both he and Mr. Storer, were with me. They kindly provided lodgings for me to which I removed in the morning, after paying a Guiney and half for tea after I arrived and lodging and Breakfast a coach included to carry me to my lodgings. I am now at lodgings at 34 and 6 pence per week for myself daughter and two servants, my Man servant I left on Board the Ship to come up with it, but it has not yet got up. I drew upon you before I left  America one Bill in favour of Dr. Tufts of an hundred pound Lawfull Money, 98 of which I paid for our passages. This Bill is to be paid to Mr. Elworthy. I drew for two hundred more in favour of Natll. Austin to be paid in  Holland. One hundred and 80 pounds of this money I Shall bring with me to  the Hague as I cannot use it here without loss, it being partly Dollors partly french crowns and French Guineys. Mr. Smith has advised me to this and tells me that what money I have occasion for he can procure me here. My expences in landing travelling and my first Nights entertainment have amounted to 8 Guineys. I had a few english Guineys with me. I shall wish to shelter myself under your wing immediately for the expences frighten me. We shall be dear to you in more senses than one. Mr. Jefferson I left in  Boston going to  Portsmouth where he designd spending a week and then to return to  Newyork to take passage from thence to  France. He urged me to wait his return and go with him to  New York, but my passage was paid on Board Capt. Lyde, the Season of the Year was the best I could wish for, and I had no desire to take Such a journey in the Heat of summer. I thanked him for his politeness, but having taken my measures, I 
Page 3
 I was determined to abide by them. He said Col. Humphries the Secretary to the commercial commission had sailed before he left  Philadelphia, and that he did not doubt I Should find you in  France. I have a Letter from him which I inclose and Several other Letters from your Friends. Mr. Smith thinks Master John will be here to Night from the intelligence he forwarded to you before I arrived. I do not wish to tarry a day here without you, so that if he comes I shall immediately set out, provided I have not to wait for the Ship to come up. How often did I reflect during my voyage upon what I once heard you say, that no object in Nature was more dissagreeable than a Lady at sea. It realy reconciled me to the thought of being without you, for heaven be my witness, in no situation would I be willing to appear thus to you. I will add an observation of my own, that I think no inducement less than that of comeing to the tenderest of Friends could ever prevail with me to cross the ocean, nor do I ever wish to try it but once more. I was otherways very Sick, beside Sea Sickness, but you must not expect to see me pined, for nothing less than death will carry away my flesh, tho I do not think I eat more the whole passage than would have sufficed for one week. My fatigue is in some measure gone of and every hour I am impatient to be with you.    "
 [30 July 1784.],"My dearest Friend I was this day made very happy by the arrival of a  in whom I can trace the strongest likeness of a parent every way dear to me. I had thought before I saw him, that I could not be mistaken in him, but I might have set with him for some time without knowing him. I am at a loss to know what you would wish me to do, as  arrived last week at  Portsmouth, immediately from  Boston, altho he saild a fortnight after me, and went on to  Paris. Some of my Friends suppose that you would rather I should proceed from hence; and agree upon meeting at  Brussels than make the journey first to  the Hague. If I was to follow my own inclinations I should set off next , but our son thinks I cannot come with convenience untill fryday. We have concluded upon this, to wait your replie to these Letters untill this day week, and come to  the Hague or set of for  Paris as you think best, or meet you at any place you may appoint. As to the article of cloathing I am full as much at a loss as you can possibly be. I have bought a Lutestring for myself and Nabby which I have had made, and Nabby is equipt with a  rideing dress, but I thought the fewer I purchased here the better, as I was so soon to go to  Paris, where I suppose it will be necessary to conform to the fashion. If by comeing on first to  the Hague, I could relieve you from any trouble, or render you any assistance, I will most cheerfully perform the journey, but Mr. Storer thinks it will be attended with less trouble and expence; which is a matter worth considering, to proceed with my family to  Paris. The sooner we meet the more agreeable it will be to me, for I cannot patiently bear any circumstance which detains me from the most desirable object  in my estimation that hope has in store for me. I hardly dared flatter myself with the prospect of your comeing for me yourself, and was the less dissapointed when Master John arrived. I shall feel myself perfectly safe under his care. There are many American in this city, most of whom I believe have called upon me, some of whom were quite strangers to me. I have not been to any publick entertainment or even seen the curiositys of the city. I chose to wait yours or my Sons comeing. I have not sent on the Letters which I have for you as they contain no particular intelligence, are mere Letters of Friendship. Nabby has had Letters from  Boston, from  and her Cousin Betsy written only 25 days since. Mr. Tracy came out with Mr. Jefferson. I have two excellent servants  they are not used to the manners and customs of the country, one of whom the maid I am anxious for, never having had the small pox. Dr. Clark would have innoculated her upon her first comeing but I knew not whether we should stay here till she got through it.   "
"Abbe Green, Bath  decem 23 1786
","We arrived here about four oclock a  afternoon, after a very pleasent journey, the weather was somewhat cold, but a clear Sky and a fine Sun Shine was ample compensation. We found convenient apartments, good Beaf mutton and excellent fish for dinner; it was fortunate that we engaged Lodgings before we came, as every House is full, to day being rainy and fogy we have not made any excursion, or looked about us, we wanted a little remit after rising 3 mornings by candle light and riding through the cold. I hope an additional quantity of bed Cloaths will make you comfortable; we had the city musick this morning to wait upon us, and welcome us to Bath, I Suppose we Shall have Some more compliments of the Same kind. I think the Bath road has more of an American appearence than any I have traveld in this Country, the Stone Walls and the Hills and the Towns bearing the Same Names,  Reading  Malborough  Newbury all reminded me of  New England. I think you would have been better pleasd if you had come with us, than you was when you traveld this road formerly, in Summer it must be delightfull, I think very often of your being alone, but whilst the Book lasts you will not want employment, tho you may amusement. Be so good as to let me hear from you, tell me how you do, and direct under cover to Col. Smith at Mr. 5 Abbe Green, but why it is calld so I know not, as it is a Small paved Square and nothing Green to be seen about it. A Good Nights repose to you tho more than a hundred miles distant my thoughts are very often in  Grosveneur Square, and we drink your Health every day. Mr. and Mrs. Smith present their duty.    "
"
december 30th 1786  Bath","My dearest Friend I yesterday received your kind  by Mr. Murry and the day before; yours by Mr. Bridgen,Mr. and Mrs. Rucker left us this morning, but I did not write by them knowing that the post would be much Spedier. You tell me to keep a journal, but you do not think what a task you impose or how every Hour is occupied at this place by those who stay only ten or twelve days, and run the circle of amusement, or rather dissapation, the Young are delighted here, because they feel less restraint in their amusements and pleasures than in the city, the excercise they take, together with the clear Sun Shine and fine air of  Bath tends to exhilirate the Spirits, the aged and the infirm receive Health and Spirits from the Bethsadian pools and not a little Satisfaction is derived to all parties from visiting a place of fashionable resort, as it may be more amusement to you in my absence to read a little detail of my excursion than if I brought home a journal to you, I will endeavour to recollect the events of the past week; you know I had but one acquaintance who resided here, and him I determined to find out and leave a card at his Lodgings, but on Sunday last, before I had made any inquiry for him, he heard of my arrival and came immediately to see me, he was wonderfully polite and civil to us, offerd us every attention in his power. We invited him to dine with us the next day, and the old Gentleman came, he told us that he had not for 3 years past been a Subscriber to any of the publick amusements the concerts excepted, and to that he would have the honour of conducting us. This he did the next Evening and procured us Seats to much advantage, the next day he invited us to a Breakfast with him and entertaind us with great Elegance and Hospitality, he has taken Such a prodigious fancy to Col. Smith that he has made him a confident in his private affairs, Col. Smith brought a letter of introduction to Mr. Fairfax who is Mr. Boylstones most intimate Friend,Mr. Fairfax was Sick confined to his Chamber and his Lady quite an invalide but they have been very obliging to us, Sent us cards for the benifit Ball and yesterday we dinned with them,tho Mr. Fairfax was not able to Set at table, he deputed Mr. Boylstone to do the Honours of it, and the old gentleman appeard as happy as if he had, had So many of his children about him and Mrs. Fairfax Said She had never Seen him in Such Spirits in her Life. In the Evening we went to a party at Miss Hartlys, a musical Route I believe I must call it, as we had both vocal and instrumental, we had Stars and Garters Lords and Ladies present, Miss Hartly is quite a criple having lost one of her feet by a mortification, very infirm, and delicate but quite well bred polite and Soft in her manners, her mind
Page 3
 Seems much more cultivated than most of the Ladies we meet with. She is very fond of Musick and a performer. She is moved about in a chair Set upon wheels, quite helpless her hands excepted. She reads or hears a young companion whom She keeps with her, is very pleasent and cheerfull and was once a very handsome woman. I drank tea with her once before without company and it was then I made my observations. We have been to three Balls one concert one play, two private parties, to the publick walks &c and all this in one week is enough to Surfeit one, the Ball tomorrow Evening will conclude our amusements at  Bath, we then propose a visit to the Hot well of  Bristol, that accomplished we Set out for  Grosvenour Square which we mean to reach on Saturday next, perhaps on fryday, but as it is not convenient for all of us to travel fast; I rather think we Shall make 3 or four days of our return. I have lost my bedfellow to day, but as the weather is so much moderated I think I Shall do without an Abbe the remainder of my Stay. You recollect in  France that they are so polite to the Ladies as to accomodate them with an Abbe, when they give the Gentleman a Nun -- even the Chaste and immaculate Dr, used to take a Nun to his Bed. I am happy at the intelligence  received from  Boston, and hope all will be well.  present their duty; Mr. Cutting writes that he had dinned with you 3 times out of 8 Days, I wish I could Send you some of the fine fish of  Bath in which they greatly excell any part of  England that I have visited, Small Bear Bread mutton and fish are excellent here, but I begin to wish myself at Home notwithstanding, having visited  Bath once I am Satisfied, as you have no fancy for that which makes it so delightfull to most people, I do not wonder that you preferd building up Republicks, and establishing Governments. Be so good as to let John and Esther know that we Shall be at Home on Saturday next.  "
"London May 29 1787
","My dearest Friend I received Mr. Cuttings Letter on Monday morning, and was glad to find you had  short of  Hardwich. I prognosticated from the wind on Saturday that you made your passage by nine or ten on Sunday morning. I commisirated your sickness, and that I might feelingly sympathize with you, used Mr. Hollis's prescription yesterday morning, finding a return of some of my former complaints. The effect proved the necessity of the application. I hope you will be benifited by your journey, but the weather here is not favourable, cold and sour. I fancy it is not mended  [by?] passing over stagnant waters and meddows. Your companion  [however], will I hope exhilirate your spirits by the brilliancy of his fancy. Neptune and the Naides cannot be invoked in vain in their own particular Element. Inclosed you will find a Letter which came last evening. I do not suppose you can do any thing, yet it may be proper you should know the unfortunate situation of the Gentleman. Nothing new has transpired since you left usexcept the Bill which has past making four free ports in the  West Indies,  Kingstone in Jamaica,  St Georges in Grenada,  Mosea in Dominica,  Nassau in New Providence, but till we see the Bill it will be uncertain what benefit  America can derive from it. The Prince of Wales is  with a voilent fever occasiond by over heating himself in dancing at the Dutchess of Gordons Ball on Fryday evening last.  and I are quite solitary and should be more so, if it was not for the young one. Today  we shall have company.  sends Duty to you and compliments to Mr. Cutting. The little fellow smiles assent. Let me hear from you by the next post. I shall be anxious to know how you got over, as well as the state of your Health, in which no one can be equally interested with your ever affectionate Compliments to Mr. Cutting and thanks for his Letter. Since writing the above the  Letter has come in.    Minister Plenipotentiary &c To the care of Messrs. Willinks Amsterdam  "
"London June 7th. 1787
","My Dearest Friend I expected to have heard from you by the last post, but was , only a few lines from Mr. Cutting have come to hand Since you left me.  I wrote you on the 29th. of May , and inclosed two Letters respecting Mr. Barclay. Since that time a Letter from the Frenchs, has arrived, in which they inform you that Mr. Barclay was liberated by applying to the  Parliament of Bordeaux in virtue of his commission to  Moroco, but they make most heavy complaints Stating their case to you, and conceiving it in your power to relieve them. I do not think it prudent to commit the Letter to the post. Mrs. Smith has a Letter from Mr. Smith dated at  Bayonne the 26 of May, he had received a Letter from his Friend Mr. Harrison informing him that Mr. Charmical had procured him Letters, and a passport from the King of Spain, which might facilitate his progress and serve him on his Journey. The News here is that stocks have fallen 5  in concequence of a paragraph ln his Majestys Speach respecting  Holland. The News papers tell us of terible Roits committed by the patriotick party and make one almost anxious for their Friends there. The  of Wales has been most dangerously Sick, has been Bled six times, his disorder a voilent fever which fixd upon his Lungs. The papers tell us that his Royall highness bore his disorder with Christian fortitude; he is better to day. The Monthly Reviewers have made open war upon the  of the American constitutions, and torn it all to peices. ""Ostentatious Display of learning, an embarressed affectation of Elocution. The balances the balances are perpetually rung in our ears like Lord Chesterfields graces, but in all the constitutions here passed in Review before the reader, those of  America and  England not excepted, there is not given a distinct account of the real balancing powers of any State, or the particulars in which the balance consisted. Had the Book been written by a Youth with a veiw to obtain some academical prize we should have said, that if afforded indications of an active mind that gave hope of future acquirements, but that the Young Man too eager to discover the extent of his reading, had carelessly adopted some confused notions of Government and hastily skimmed the Surface of the subject without having taken time to investigate particulars and Sift the matter to the bottom. But we cannot bring ourselves to think that a Man of Dr. Adams's known abilities could possibly be in the same prediciment, for which reason we conclude that he must have some point to carry, some object in view beyond  the Atlantick, with which we are not acquainted. The Book may indeed amuse the ignorant, it may mislead the unwary, but neither can inform nor entertain the phylosopher nor the Man of Letters."" In various parts I thought I  Satans cloven foot, but did not know that any individual was permitted to send in his comments upon a work untill I heard this peice ascribed to that poor envy ridden,contemptable, Ignorant self conceited wretch Silas Dean. This at once disarmed me of my resentment, (for I own it fretted me for one Night so that I did not sleep quietly) and I felt in perfect good humour. I have only given you a small portion of the compliments of which he has been very profuse, and having got his lesson by Heart has retaild it in all companies.Mr. Shippen is my Author. I am very anxious to hear from you, and to know when I may expect your return. The Weather remains very cold here. I hope you find it warmer in Holland. Compliments to Mr. Cutting.  From Your affectionate Just after writing this Letter, yours and Mr. Cuttings was brought me by the post. I was very glad to hear you were well and safe.Mr. Cuttings Letter carried me to  Holland made me sick on board the packet jostled me in the , in short So picturish were his descriptions that I realized them all. The little Boy is well and perks up his Head like a Robbin. His Mamma has had a little of the  Holland disorder bordering upon an ague. My Ladyship is better. I send this to  Harwich with orders to forward it if you do not come in Wednesdays packet.  Adieu. His Excellency  from the  United States of America to His Britanic Majesty. Harwich  "
"London  March 7th 1788
","My Dear Friend Not a Word have I heard of, or from you Since you left me this day week. I am anxious to know how you go over and how you do. I am so unfortunate as to be confined for several days past with an  in my throat attended with canker and some fever. It is rather abated to day, and I hope is going of. We go on packing, but it is a such more labourious peice of business than I imagind and takes much more time. I hope we shall finish in a few days. The New  Minister was presented at court this week and makes a splendid appearence with his footmen in scarlet and silver and a gay page or running footman was vastly well Received at Court &c. &c. Nothing from  America since you left us. Master Billy is Sitting upon the table whilst I write and sends his duty to , the weather is such that I Cannot but rejoice we are not at Sea.Scott has been beating in the Channel these ten days, but every day brings us a prospect of better Weather. Adieu I shall be very uneasy if I do not hear from you by this Days post. I know not where to direct to you so shall cover to Willinks.  Ever yours   "
"Grosvenour Square  March 11th 1788
","My Dearest Friend The Mail is this day arrived, but not a Line have I got from you, nor have I heard a word from you since you left me. I hope you are well. I am anxious to learn when you expect to get back. I find by Letters received yesterday from France that  is gone to meet you, which will render your visit to Holland much pleasenter to you. Callihan does not appear in any great Hurry, and I am full in the Mind that he had rather make it the middle of April before he sails than go sooner. He will not however have to wait for our things, as I hope they will all be on Board this week. I shall Stay in the House as long as I possibly can, but if you do not get back before the 20th imagine I shall be in some Hotell. We have had more winter Since you left  London than the whole Season before, and  Soar throats have been the consequence of the hard March winds. I have had my Share of it I hope, which proved very obstinate for Several days and yesterday was the first of my getting out, Mr. and Mrs. Smith will leave London the 20th. I wrote you by last  Mail under cover to Messieure Willinks. My Most Respectfull  compliments to Mr. Jefferson. I rejoice in the Idea of your having met again before you leave Europe. The papers give us a magnificent amount of preparations in  Holland for celebrating the birth day of the Stadtholder. Nothing   from  America since you left me! I find it very lonesome here and Should be more so if I was not so buisily employd in preparations for our departure. After closing my Letter, yours of March the fourth it just brought me. I rejoice to hear you are well. Compliments to Mr. D. and family. If you had named the  you were at, I Should not be obliged to Send my Letters to Amsterdam.   "
"Bath Hotell March 23 1788
","My Dearest Friend  I received  yours of the 14th  and ever Since  have been in Hourly expectation of seeing you, I hope it is oweing to all the packets being detaind upon this Side, as is reported, and not to any indisposition that your return in delayed. That unpleasing detention is sufficiently mortifying particularly as we wish to proceed to  Falmouth as soon as possible, tho I shall fear to go from hence untill the Spin is gone, for from the best information I can get Callihan has as yet scarcely any thing but our Baggage &c. on Board, and even that has been several days delayd by him. I came last monday Evening to this Hotell, that the Beds and remaining furniture might be sent on Board and the House given up. This will be wholy accomplish'd on the morrow if the weather permits, and has been oweing to that, for several days that all has not been accomplished. The packet arrived this week from   and brings an account that Seven States had accepted the Constitution. The  Massachusetts convention consisted of 300 and 40 members. It was carried by a majority of Nineteen. Georgia and  South Carolina are the two other states of which we had not before any certain accounts.  New Hampshire was sitting.  New York are becomeing more National and Mr. Duer writes Mr. Smith, that he may consider the constitution as accepted, and beginning to operate at the commencement of an other year.  New York had agreed to call a convention. Thus my dear Friend I think we shall return to our Country at a very important period and with more pleasing prospects opening before her than the turbulent scenes which  massachusetts not long since presented. May Wisdom govern her counsels and justice direct her opperations.  set off this week for  Falmouth. She is now confined with a Soar throat, similar to the complaint which afflicted me ten days ago. I write in hopes that the Baron de Lynden will meet you on your return. I shall be exceedingly anxious if I do not see, or hear from you soon.  "
"Hartford  Sunday 16 Novr. 1788
","My Dearest Friend We Reached this place last evening and put up at a Mr. Aves private Lodgings, where we are very well accomodated. I am delighted with the view I have had of this State, the River is in full sight from the House and the fields yet retain their verdure. Lands I am told are valued here at a hundred pounds per acre, and it is not  to let the Farms upon this River st four pounds per annum per acre. Manure is generally carried out in the fall. So much for Farming which is in your own Way, besides I have learnt a New Method of preserving pumpkins which is in my own way. I hope to make the journey usefull to me by further observations. I followd your injunctions Stricktly kept open the windows, walkt some times &c. but still no remedy against evening air. The day's being short and the evenings fine we wisht to improve the good weather and get on our journey as fast as possible, so rode late in the Evening by which means I got a bad cold, or rather added to that which I had when I left Home, it is however going off today. I hope you are relieved from yours and that without the assistance of Bridgham prescription. I think of you very often and how I shall get back to you. I find the weather full cold enough now for travelling with comfort. We have a very easy carriage good carefull driver and able Horses, yet find thirty miles as much as we can accomplish in one day. Some of the Road Rough enough   as you well remember. Our Landlord who is an intelligent man fell into politicks to day, inquired who were talkd of for Senators in our state, &c. but finding no politicians in comapny few observations were made. He was high in praise of Dr. Johnson and Judge Elsworth, hop'd the rest of the States would send as good Men and then he did not believe that the  House of Lords in England could equal them, did no like  pensilvana's sending chusing a Man who had never been heard of before, he might be a good Man, but he wanted thoses Men in office whose Fame had resounded throughout all the States. I ventured to ask him who we talkd of for representatives. He said Col. Wadsworth would be one, but that much had not been said upon the Subject yet. Our Friend Trumble lives within a few doors of this House. I have sent my compliments to him to come and take a dish of Tea with us, the Messenger is not yet returnd. We propose persuing our journey early in the morning and hope to reach  New York by thursday Night. I hope to hear from you by Genll. Knox or Mr. Jarvis, pray see that our son exercises daily. I shall wnat to know a little of , but ofwith them I suppose you will tell me I share no Buisness. I design to be vastly prudent I assure you hear all and say little I hope you will be in good Spirits all the Time I am gone, remembering Solomans advise that a merry Heart was good like a medicine. Love to all my friends. Have had a charming visit from Trumble we were so happy and sociable. I  you had been here to  have shard it, we talkd of Books a little politicks, &c. &c. and so long that, the post is just going, and I have only time to say a good Night and that  I am yours most tenderly Dont leave my Letters upon the table.   "
"Jamaica  December 3d 1788
","My Dearest Friend  This day three weeks I left Home, Since which I have not heard a word from thence. I wrote you from Hartford and once from this place since my arrival. I cannot give you any account either of New York or Jamaica as I got into the first at Seven in the Evening and left it at Nine the next Morning, and in this place my only excursion has been in the garden. The weather has been bad cloudy and rainy ever since I came  within these two Days, and now it is very cold and Blustering. When I think of the distance I am from Home, the Idea of winter and Snow has double terms for me. I think every Seperation more painfull as I increase in Years. I hope you have found in the Learned and venerable Company you proposed keeping, an ample Compensation for my absence. I imagine however if these cold Nights last a little vital Heat must be wanting. I would recommend to you the Green Baize Gown, and if that will not answer, You recollect the Bear Skin. I hope you will gaurd with all possible precaution against the Riggors of winter, I wish to hear how Mr. John Q A stands this cold. I hope he rest well, and duly excercises. I learn nothing further in politicks for except when Col. Smith goes to Town which is but Seldom, we hear no News and see nobody but the Family. Mrs. Smith remains very well for the Time and young Master grows, but he and William should change Names, as William bears not the least likeness to His Father or Family, and the Young one is very like, for myself I am tolerably a little Homeish. however, the more so perhaps through the fear  of not being able to reach it, just when I wish. If our out of Door Family Should increase in my absence, I hope proper attention will be paid to the preservation of the Young family. If it Should be numerous it will be rather expensive, and I would offer to Your consideration whether two of the young Females had not better be put in a condition for disposal, viz. fatted. The Beaf I Suppose is by this time in the cellar, I wish you would mention to Brisler and to Esther, a constant attention to every thing about House to Gaurd against the incroachment of Rats and mice, the cider Should be drawn off, and my Pears and Apples picked over and repack'd. If I Should not reach Home by Christmass, would it not be best to purchase a pork for winter, and to Secure a few legs of pork to Bacon? I wish amongst other things You would frequently caution them about the fires a Nights. I should be loth to trust any one in this Matter but Brisler. Pray write me by the next post and tell me how You all do. Mr. and Mrs. Smith present their duty. Pray do not forget to present mine to our vanerable parent little William says Grandpa ha. I should certainly bring him home if it was not winter and such a distance. Love to Mrs. Cranch and my Neices. My Trunk has not yet arrived, so that I could not go abroad if I would. Barnard was to Sail the Sunday after I left Town.   "
December 13th 1788,My Dear Friend I hope every post to hear from you but every post has hitherto  me. A Month is a long time to be absent from Home without learning any thing from you. You have often left me and always was very punctual in writing to me. This is but the Second time I have left you and the first that I have been so long without hearing from you. I have written three times before but have very little to entertain you with politicks are confined much to  New york the papers of which give us but little information and winter leaves us very little Scope for Farming or Husbandry. Col. Smith has a fine poultry yard consisting of Turkeys Geese fowls ducks in abundance a pair of very good Horses and two cows two pointers and two water dogs the Island abounds with game and quails partridges ducks and plovers &c. Having tarried till  has got well and about House I am anxious to return Home again. I think I could be more usefull there than here. I should have liked to have spent one week in  N. York but shall not tarry a day for that purpose after an opportunity offers for my return. I beg you would write me by the post. Mrs. Smith desires me to present her duty to you and Love to all her friends. 
